ID,First Name,Last Name,Email,Price,Quantity,Total Spend
56291,George,Lee,George.Lee.4620@gmail.com,80.04,4,320.16
58566,Sam,Lee,Sam.Lee.1530@gmail.com,2.48,98,243.04
410764,Matt,Lee,Matt.Lee.9570@gmail.com,89.99,81,7289.19
75628,George,Williams,George.Williams.9946@gmail.com,78.95,92,7263.4
471098,Sam,Jackson,Sam.Jackson.4715@gmail.com,89.78,9,808.02
44445,Sam,Lee,Sam.Lee.2825@gmail.com,6.69,41,274.29
161081,Jennifer,Jackson,Jennifer.Jackson.1091@gmail.com,95.92,23,2206.16
101221,Jennifer,Jackson,Jennifer.Jackson.4399@gmail.com,56.75,80,4540
16622,Ann,Williams,Ann.Williams.6862@gmail.com,36.75,33,1212.75
21952,Matt,Peterson,Matt.Peterson.8323@gmail.com,6.78,4,27.12
352610,Sam,Lee,Sam.Lee.8217@gmail.com,66.31,32,2121.92
96715,George,Williams,George.Williams.4292@gmail.com,51.42,35,1799.7
51780,Jennifer,Lee,Jennifer.Lee.3544@gmail.com,71.08,10,710.8
62883,George,Williams,George.Williams.2747@gmail.com,92.47,4,369.88
681098,Ann,Lee,Ann.Lee.5640@gmail.com,14.18,88,1247.84
75715,Ann,Peterson,Ann.Peterson.377@gmail.com,79.75,11,877.25
03209,Matt,Jackson,Matt.Jackson.7139@gmail.com,80.61,90,7254.9
19945,Ann,Jackson,Ann.Jackson.4287@gmail.com,41.06,35,1437.1
81091,Ann,Jackson,Ann.Jackson.9192@gmail.com,7.42,44,326.48
110399,Matt,Jackson,Matt.Jackson.3182@gmail.com,45.68,53,2421.04
69372,Jennifer,Lee,Jennifer.Lee.4173@gmail.com,35.74,93,3323.82
18144,Jennifer,Peterson,Jennifer.Peterson.4764@gmail.com,92.67,9,834.03
11758,Jennifer,Williams,Jennifer.Williams.1964@gmail.com,6.75,27,182.25
90814,Jennifer,Williams,Jennifer.Williams.949@gmail.com,52.69,1,52.69
26718,Jennifer,Jackson,Jennifer.Jackson.336@gmail.com,69.6,95,6612
87213,Sam,Chen,Sam.Chen.519@gmail.com,45.85,88,4034.8
771018,Jennifer,Lee,Jennifer.Lee.479@gmail.com,91.28,43,3925.04
29141,Sam,Williams,Sam.Williams.7190@gmail.com,0.57,28,15.96
93367,Ann,Jackson,Ann.Jackson.6316@gmail.com,8.93,74,660.82
14339,Sam,Chen,Sam.Chen.1681@gmail.com,64.47,10,644.7
22241,Jennifer,Peterson,Jennifer.Peterson.1205@gmail.com,9.86,63,621.18
92463,Ann,Peterson,Ann.Peterson.1128@gmail.com,45.65,73,3332.45
92889,George,Williams,George.Williams.7183@gmail.com,88.9,62,5511.8
977610,Sam,Williams,Sam.Williams.3351@gmail.com,50.22,22,1104.84
131083,Ann,Peterson,Ann.Peterson.3929@gmail.com,62.76,50,3138
710180,Sam,Peterson,Sam.Peterson.290@gmail.com,66.91,83,5553.53
88825,Ann,Williams,Ann.Williams.546@gmail.com,25.05,83,2079.15
42179,Matt,Lee,Matt.Lee.6463@gmail.com,66.87,10,668.7
447102,Ann,Williams,Ann.Williams.5355@gmail.com,48.01,8,384.08
14320,Jennifer,Williams,Jennifer.Williams.9672@gmail.com,18.75,33,618.75
36456,Jennifer,Lee,Jennifer.Lee.6799@gmail.com,92.04,94,8651.76
859610,Sam,Williams,Sam.Williams.2032@gmail.com,56.9,30,1707
569109,Sam,Jackson,Sam.Jackson.7061@gmail.com,13.92,84,1169.28
48274,Jennifer,Jackson,Jennifer.Jackson.4291@gmail.com,7.36,47,345.92
75690,George,Chen,George.Chen.4832@gmail.com,34.11,82,2797.02
69407,Sam,Lee,Sam.Lee.341@gmail.com,37.04,48,1777.92
85905,Jennifer,Peterson,Jennifer.Peterson.545@gmail.com,5.75,36,207
91755,Sam,Jackson,Sam.Jackson.7101@gmail.com,93.31,16,1492.96
56772,George,Jackson,George.Jackson.9913@gmail.com,88.17,28,2468.76
364310,Jennifer,Williams,Jennifer.Williams.3712@gmail.com,18.53,21,389.13
81499,Sam,Williams,Sam.Williams.2258@gmail.com,58.28,21,1223.88
70486,Sam,Peterson,Sam.Peterson.5784@gmail.com,69.17,26,1798.42
16277,Matt,Jackson,Matt.Jackson.2609@gmail.com,30.91,8,247.28
74742,George,Lee,George.Lee.2450@gmail.com,23.4,11,257.4
110137,Ann,Chen,Ann.Chen.5171@gmail.com,37.57,61,2291.77
92311,Sam,Jackson,Sam.Jackson.7691@gmail.com,69.14,73,5047.22
43396,Matt,Chen,Matt.Chen.51@gmail.com,41.56,25,1039
42542,George,Jackson,George.Jackson.4847@gmail.com,69.38,34,2358.92
47229,Matt,Jackson,Matt.Jackson.1092@gmail.com,39.73,19,754.87
48357,George,Williams,George.Williams.43@gmail.com,89.18,20,1783.6
16691,Ann,Chen,Ann.Chen.652@gmail.com,29.39,78,2292.42
09654,Sam,Lee,Sam.Lee.746@gmail.com,43.03,59,2538.77
24421,Matt,Chen,Matt.Chen.5937@gmail.com,91.34,70,6393.8
7109107,Sam,Lee,Sam.Lee.7046@gmail.com,52.83,14,739.62
59180,Sam,Jackson,Sam.Jackson.9778@gmail.com,71.84,84,6034.56
363710,George,Williams,George.Williams.1067@gmail.com,79.6,47,3741.2
51378,Sam,Lee,Sam.Lee.6536@gmail.com,0.76,88,66.88
410602,Sam,Chen,Sam.Chen.4793@gmail.com,74.35,89,6617.15
20661,Ann,Peterson,Ann.Peterson.8329@gmail.com,21.93,55,1206.15
35100,George,Williams,George.Williams.4923@gmail.com,82.15,31,2546.65
52324,Jennifer,Lee,Jennifer.Lee.9931@gmail.com,99.94,33,3298.02
358109,Matt,Jackson,Matt.Jackson.6529@gmail.com,71.25,33,2351.25
107382,George,Lee,George.Lee.6061@gmail.com,77.51,24,1860.24
95532,Sam,Jackson,Sam.Jackson.7267@gmail.com,51.77,16,828.32
83232,Matt,Chen,Matt.Chen.107@gmail.com,18.45,47,867.15
114104,Sam,Lee,Sam.Lee.7702@gmail.com,30.89,70,2162.3
45770,Sam,Williams,Sam.Williams.3881@gmail.com,51.69,97,5013.93
004110,Matt,Lee,Matt.Lee.6995@gmail.com,1.08,98,105.84
34616,Ann,Lee,Ann.Lee.8434@gmail.com,96.22,57,5484.54
85845,Sam,Williams,Sam.Williams.1546@gmail.com,64.92,88,5712.96
43277,George,Lee,George.Lee.6039@gmail.com,40.62,41,1665.42
81174,Ann,Peterson,Ann.Peterson.4006@gmail.com,87.23,19,1657.37
84034,Matt,Lee,Matt.Lee.2135@gmail.com,45.57,14,637.98
28169,Sam,Williams,Sam.Williams.4964@gmail.com,90.78,32,2904.96
74754,Ann,Peterson,Ann.Peterson.5090@gmail.com,68.85,83,5714.55
95079,Sam,Peterson,Sam.Peterson.4362@gmail.com,35.1,41,1439.1
859410,Matt,Peterson,Matt.Peterson.4914@gmail.com,35.81,54,1933.74
361025,Jennifer,Chen,Jennifer.Chen.9139@gmail.com,82.75,42,3475.5
17706,Ann,Williams,Ann.Williams.2962@gmail.com,83.34,67,5583.78
900108,Matt,Williams,Matt.Williams.1908@gmail.com,95.86,8,766.88
110332,Jennifer,Lee,Jennifer.Lee.9835@gmail.com,42.03,20,840.6
81367,George,Chen,George.Chen.2638@gmail.com,15.73,18,283.14
1541010,George,Chen,George.Chen.476@gmail.com,44.44,53,2355.32
96382,Sam,Peterson,Sam.Peterson.4930@gmail.com,27.4,30,822
33524,Ann,Jackson,Ann.Jackson.5495@gmail.com,84.42,3,253.26
910876,Sam,Chen,Sam.Chen.7529@gmail.com,76.13,33,2512.29
48618,Matt,Williams,Matt.Williams.1689@gmail.com,9.63,73,702.99
105977,Jennifer,Lee,Jennifer.Lee.7470@gmail.com,97.95,97,9501.15
74454,Ann,Chen,Ann.Chen.6023@gmail.com,25.38,39,989.82
26221,Ann,Lee,Ann.Lee.2939@gmail.com,61.09,3,183.27
041035,George,Chen,George.Chen.4402@gmail.com,56.25,87,4893.75
44179,Ann,Peterson,Ann.Peterson.3540@gmail.com,56.87,2,113.74
40090,Matt,Lee,Matt.Lee.3559@gmail.com,54.21,64,3469.44
58127,George,Williams,George.Williams.9029@gmail.com,42.98,42,1805.16
21528,Jennifer,Williams,Jennifer.Williams.6533@gmail.com,25.36,40,1014.4
3610104,George,Lee,George.Lee.2345@gmail.com,53.48,83,4438.84
99285,Sam,Lee,Sam.Lee.1658@gmail.com,26.66,40,1066.4
33687,Matt,Williams,Matt.Williams.9523@gmail.com,22.97,99,2274.03
87877,Ann,Lee,Ann.Lee.1931@gmail.com,90.75,14,1270.5
12667,Matt,Chen,Matt.Chen.3146@gmail.com,63.98,84,5374.32
54779,Jennifer,Lee,Jennifer.Lee.2005@gmail.com,18.38,1,18.38
42422,Ann,Chen,Ann.Chen.8624@gmail.com,1.4,14,19.6
71612,Sam,Peterson,Sam.Peterson.3277@gmail.com,54.11,59,3192.49
91669,Matt,Williams,Matt.Williams.297@gmail.com,78.17,31,2423.27
951033,Jennifer,Peterson,Jennifer.Peterson.5931@gmail.com,52.59,94,4943.46
60571,Ann,Williams,Ann.Williams.4523@gmail.com,28.46,54,1536.84
55560,Sam,Lee,Sam.Lee.8082@gmail.com,48.33,84,4059.72
564108,Ann,Chen,Ann.Chen.1868@gmail.com,59.69,16,955.04
33573,Jennifer,Chen,Jennifer.Chen.9558@gmail.com,83.38,39,3251.82
12397,Sam,Lee,Sam.Lee.7981@gmail.com,17.3,86,1487.8
58697,Matt,Williams,Matt.Williams.4300@gmail.com,39.29,33,1296.57
91590,Ann,Williams,Ann.Williams.233@gmail.com,54.13,0,0
4510610,Sam,Jackson,Sam.Jackson.8728@gmail.com,86.13,38,3272.94
26165,Jennifer,Chen,Jennifer.Chen.5765@gmail.com,7.56,14,105.84
72193,Jennifer,Jackson,Jennifer.Jackson.6713@gmail.com,0.18,63,11.34
41244,Sam,Peterson,Sam.Peterson.8791@gmail.com,93.9,85,7981.5
04710,Matt,Williams,Matt.Williams.3312@gmail.com,42.77,2,85.54
01334,Ann,Jackson,Ann.Jackson.5347@gmail.com,16.66,25,416.5
75778,Sam,Jackson,Sam.Jackson.3551@gmail.com,25.93,15,388.95
72222,Jennifer,Lee,Jennifer.Lee.9727@gmail.com,15.27,79,1206.33
410468,Matt,Williams,Matt.Williams.2106@gmail.com,69.21,88,6090.48
710735,Ann,Peterson,Ann.Peterson.6280@gmail.com,6.24,6,37.44
20621,Sam,Williams,Sam.Williams.5039@gmail.com,69.79,50,3489.5
73596,George,Williams,George.Williams.9700@gmail.com,14.49,61,883.89
62110,Sam,Williams,Sam.Williams.6226@gmail.com,31.65,8,253.2
54374,Matt,Williams,Matt.Williams.8768@gmail.com,11.75,16,188
45927,Ann,Lee,Ann.Lee.1411@gmail.com,82.22,96,7893.12
26122,Matt,Williams,Matt.Williams.7540@gmail.com,91.66,79,7241.14
211053,Matt,Lee,Matt.Lee.5692@gmail.com,53.75,3,161.25
42339,Sam,Peterson,Sam.Peterson.3525@gmail.com,38.17,13,496.21
51435,George,Peterson,George.Peterson.3196@gmail.com,69.91,71,4963.61
95693,Jennifer,Williams,Jennifer.Williams.2504@gmail.com,36.01,16,576.16
231001,Matt,Williams,Matt.Williams.9954@gmail.com,46.28,82,3794.96
381047,George,Jackson,George.Jackson.9140@gmail.com,79.6,79,6288.4
60704,Matt,Peterson,Matt.Peterson.5166@gmail.com,19.92,54,1075.68
27828,Jennifer,Jackson,Jennifer.Jackson.3663@gmail.com,87.57,78,6830.46
21071,George,Peterson,George.Peterson.3689@gmail.com,8.6,1,8.6
75581,Sam,Lee,Sam.Lee.3237@gmail.com,76.65,16,1226.4
1018108,Sam,Peterson,Sam.Peterson.5760@gmail.com,98.16,90,8834.4
591020,Sam,Williams,Sam.Williams.5381@gmail.com,43.25,38,1643.5
73133,Ann,Peterson,Ann.Peterson.3765@gmail.com,87.81,13,1141.53
95417,Jennifer,Lee,Jennifer.Lee.2288@gmail.com,90.94,36,3273.84
321044,Matt,Lee,Matt.Lee.6322@gmail.com,23.1,76,1755.6
21588,Matt,Chen,Matt.Chen.3152@gmail.com,75.41,0,0
79224,Sam,Lee,Sam.Lee.6909@gmail.com,33.21,86,2856.06
3411010,Ann,Williams,Ann.Williams.1617@gmail.com,90.9,52,4726.8
20617,Matt,Williams,Matt.Williams.8741@gmail.com,87.03,89,7745.67
48974,George,Chen,George.Chen.1285@gmail.com,4.57,88,402.16
15147,Ann,Chen,Ann.Chen.5685@gmail.com,23.07,60,1384.2
63388,Sam,Peterson,Sam.Peterson.8662@gmail.com,49.24,96,4727.04
09951,Sam,Williams,Sam.Williams.4927@gmail.com,88.58,25,2214.5
71248,George,Jackson,George.Jackson.5919@gmail.com,99.02,3,297.06
82612,Ann,Lee,Ann.Lee.1128@gmail.com,26.75,97,2594.75
8071010,Matt,Jackson,Matt.Jackson.2425@gmail.com,79.93,12,959.16
12306,Ann,Chen,Ann.Chen.3822@gmail.com,7.22,3,21.66
86341,Sam,Peterson,Sam.Peterson.9841@gmail.com,82.95,42,3483.9
09011,Matt,Peterson,Matt.Peterson.1795@gmail.com,58.99,97,5722.03
810695,Matt,Chen,Matt.Chen.8604@gmail.com,55.91,69,3857.79
73958,Ann,Peterson,Ann.Peterson.2765@gmail.com,37.17,38,1412.46
88690,Ann,Peterson,Ann.Peterson.2750@gmail.com,94.13,4,376.52
95316,Ann,Williams,Ann.Williams.5525@gmail.com,8.09,71,574.39
010518,Sam,Peterson,Sam.Peterson.3174@gmail.com,65.05,59,3837.95
458101,Jennifer,Peterson,Jennifer.Peterson.3027@gmail.com,86.84,73,6339.32
1061027,Sam,Williams,Sam.Williams.5709@gmail.com,38.29,10,382.9
61339,Ann,Lee,Ann.Lee.2694@gmail.com,47.88,16,766.08
58287,Jennifer,Peterson,Jennifer.Peterson.767@gmail.com,55.31,93,5143.83
73171,Sam,Williams,Sam.Williams.3191@gmail.com,54.29,81,4397.49
33315,Jennifer,Jackson,Jennifer.Jackson.2452@gmail.com,23.26,35,814.1
010429,Jennifer,Lee,Jennifer.Lee.5532@gmail.com,37.35,20,747
49218,George,Jackson,George.Jackson.1127@gmail.com,58.12,97,5637.64
96701,Jennifer,Jackson,Jennifer.Jackson.8383@gmail.com,99.78,21,2095.38
11621,Jennifer,Jackson,Jennifer.Jackson.1399@gmail.com,0.58,2,1.16
72566,Jennifer,Jackson,Jennifer.Jackson.6998@gmail.com,16.7,81,1352.7
13241,Sam,Williams,Sam.Williams.6399@gmail.com,40.25,31,1247.75
51742,Ann,Jackson,Ann.Jackson.6205@gmail.com,67.76,66,4472.16
310679,Jennifer,Jackson,Jennifer.Jackson.9651@gmail.com,93.5,36,3366
68386,Matt,Lee,Matt.Lee.4842@gmail.com,45.76,2,91.52
99408,Ann,Jackson,Ann.Jackson.117@gmail.com,63.74,20,1274.8
284108,Ann,Lee,Ann.Lee.231@gmail.com,69.82,71,4957.22
48721,Sam,Lee,Sam.Lee.223@gmail.com,93.07,39,3629.73
69974,George,Peterson,George.Peterson.7139@gmail.com,65.3,92,6007.6
82029,Ann,Peterson,Ann.Peterson.5695@gmail.com,49.93,98,4893.14
82762,George,Chen,George.Chen.4128@gmail.com,21.97,50,1098.5
31363,Sam,Lee,Sam.Lee.7399@gmail.com,77.88,92,7164.96
88483,Jennifer,Peterson,Jennifer.Peterson.8567@gmail.com,53.75,41,2203.75
104828,Sam,Chen,Sam.Chen.13@gmail.com,12.01,17,204.17
310699,Sam,Peterson,Sam.Peterson.3203@gmail.com,97.39,23,2239.97
61957,George,Lee,George.Lee.9843@gmail.com,42.13,80,3370.4
106493,George,Lee,George.Lee.3370@gmail.com,55.87,43,2402.41
931065,Jennifer,Jackson,Jennifer.Jackson.977@gmail.com,52.37,10,523.7
26348,Jennifer,Lee,Jennifer.Lee.2343@gmail.com,19.6,54,1058.4
84363,Sam,Chen,Sam.Chen.1624@gmail.com,11.6,85,986
81924,Matt,Lee,Matt.Lee.7760@gmail.com,34.57,66,2281.62
44527,George,Jackson,George.Jackson.7900@gmail.com,3.04,86,261.44
87577,Matt,Williams,Matt.Williams.1714@gmail.com,54.5,63,3433.5
85156,Jennifer,Lee,Jennifer.Lee.8700@gmail.com,46.49,93,4323.57
001042,Matt,Lee,Matt.Lee.8928@gmail.com,32.05,19,608.95
28536,Sam,Chen,Sam.Chen.87@gmail.com,24.76,6,148.56
32685,George,Chen,George.Chen.4750@gmail.com,81.96,94,7704.24
39397,Matt,Jackson,Matt.Jackson.7407@gmail.com,90.64,98,8882.72
1010197,Matt,Jackson,Matt.Jackson.3401@gmail.com,34.17,89,3041.13
329103,Jennifer,Peterson,Jennifer.Peterson.1362@gmail.com,97.11,24,2330.64
25846,George,Peterson,George.Peterson.4027@gmail.com,96.27,53,5102.31
661084,George,Lee,George.Lee.8013@gmail.com,56.91,69,3926.79
210822,Sam,Lee,Sam.Lee.3840@gmail.com,51.84,36,1866.24
64177,Sam,Lee,Sam.Lee.9299@gmail.com,46.08,21,967.68
76384,George,Peterson,George.Peterson.2639@gmail.com,37.99,66,2507.34
02614,Jennifer,Williams,Jennifer.Williams.430@gmail.com,53.68,75,4026
33941,Matt,Jackson,Matt.Jackson.9356@gmail.com,72.86,27,1967.22
679100,Sam,Lee,Sam.Lee.3655@gmail.com,62.7,29,1818.3
59457,George,Lee,George.Lee.4344@gmail.com,40.05,2,80.1
310529,George,Jackson,George.Jackson.6973@gmail.com,27.31,85,2321.35
423106,Matt,Peterson,Matt.Peterson.6994@gmail.com,25.8,76,1960.8
761025,Jennifer,Chen,Jennifer.Chen.7829@gmail.com,29.87,46,1374.02
32429,Sam,Peterson,Sam.Peterson.1372@gmail.com,93.68,9,843.12
50496,Ann,Peterson,Ann.Peterson.7836@gmail.com,45.96,96,4412.16
106314,Jennifer,Chen,Jennifer.Chen.6942@gmail.com,35.81,33,1181.73
68598,Jennifer,Chen,Jennifer.Chen.1578@gmail.com,89.55,7,626.85
90761,Jennifer,Williams,Jennifer.Williams.1953@gmail.com,0.84,14,11.76
101085,George,Williams,George.Williams.4076@gmail.com,9.48,48,455.04
34186,George,Jackson,George.Jackson.5808@gmail.com,23.32,52,1212.64
48864,Sam,Lee,Sam.Lee.3847@gmail.com,65.49,84,5501.16
81575,Jennifer,Williams,Jennifer.Williams.5626@gmail.com,39.37,45,1771.65
38713,George,Chen,George.Chen.1660@gmail.com,32.33,60,1939.8
41784,Sam,Lee,Sam.Lee.6547@gmail.com,13.41,66,885.06
62869,Matt,Chen,Matt.Chen.8989@gmail.com,50.81,45,2286.45
25872,Jennifer,Peterson,Jennifer.Peterson.2118@gmail.com,75.43,27,2036.61
90642,Ann,Williams,Ann.Williams.508@gmail.com,7.27,99,719.73
27077,Ann,Chen,Ann.Chen.2302@gmail.com,63.58,63,4005.54
44475,George,Jackson,George.Jackson.9441@gmail.com,1.81,35,63.35
56828,Jennifer,Jackson,Jennifer.Jackson.7619@gmail.com,29.53,42,1240.26
01096,Ann,Chen,Ann.Chen.3451@gmail.com,8.1,15,121.5
810871,George,Jackson,George.Jackson.4673@gmail.com,15.73,90,1415.7
72087,George,Jackson,George.Jackson.6251@gmail.com,55.69,32,1782.08
1041002,Ann,Jackson,Ann.Jackson.9393@gmail.com,94.37,46,4341.02
431110,Ann,Jackson,Ann.Jackson.3418@gmail.com,68.53,8,548.24
419101,George,Lee,George.Lee.4684@gmail.com,26.51,51,1352.01
14349,Jennifer,Jackson,Jennifer.Jackson.951@gmail.com,9.91,66,654.06
72622,George,Peterson,George.Peterson.8747@gmail.com,62.58,39,2440.62
710536,Matt,Jackson,Matt.Jackson.6739@gmail.com,54.56,4,218.24
65154,Sam,Lee,Sam.Lee.4738@gmail.com,27.42,17,466.14
06497,Matt,Chen,Matt.Chen.2920@gmail.com,33.14,82,2717.48
41466,Sam,Williams,Sam.Williams.9952@gmail.com,67.54,95,6416.3
85744,Matt,Jackson,Matt.Jackson.6473@gmail.com,95,75,7125
86878,Sam,Williams,Sam.Williams.5828@gmail.com,78.79,59,4648.61
13297,Matt,Williams,Matt.Williams.2957@gmail.com,35.45,81,2871.45
58339,Matt,Williams,Matt.Williams.6757@gmail.com,8.79,92,808.68
96215,Sam,Williams,Sam.Williams.8809@gmail.com,80.78,16,1292.48
97739,George,Williams,George.Williams.959@gmail.com,90.9,24,2181.6
78542,Jennifer,Chen,Jennifer.Chen.6640@gmail.com,75.15,24,1803.6
18553,George,Jackson,George.Jackson.7117@gmail.com,84.27,6,505.62
98365,Matt,Williams,Matt.Williams.2306@gmail.com,91.64,69,6323.16
83178,Sam,Williams,Sam.Williams.4669@gmail.com,63.5,27,1714.5
19410,Sam,Jackson,Sam.Jackson.2104@gmail.com,1.57,1,1.57
19948,George,Williams,George.Williams.9958@gmail.com,87.36,21,1834.56
79165,George,Williams,George.Williams.6905@gmail.com,69.85,65,4540.25
54757,Matt,Williams,Matt.Williams.7745@gmail.com,3.26,81,264.06
26319,Sam,Peterson,Sam.Peterson.3166@gmail.com,50.94,4,203.76
36115,Sam,Chen,Sam.Chen.1883@gmail.com,56.17,15,842.55
476810,Jennifer,Chen,Jennifer.Chen.8488@gmail.com,61.44,11,675.84
24658,Matt,Chen,Matt.Chen.8521@gmail.com,56.48,21,1186.08
99849,George,Peterson,George.Peterson.5414@gmail.com,81.9,55,4504.5
22698,Matt,Lee,Matt.Lee.3890@gmail.com,99.44,86,8551.84
26618,Jennifer,Lee,Jennifer.Lee.6851@gmail.com,33.16,27,895.32
10751,Jennifer,Chen,Jennifer.Chen.3825@gmail.com,36.64,27,989.28
93355,Sam,Chen,Sam.Chen.2404@gmail.com,22.64,4,90.56
910298,Sam,Chen,Sam.Chen.5565@gmail.com,64.12,50,3206
610597,George,Chen,George.Chen.4479@gmail.com,7.32,43,314.76
49621,Matt,Peterson,Matt.Peterson.3251@gmail.com,64.47,21,1353.87
24593,Jennifer,Jackson,Jennifer.Jackson.8689@gmail.com,77.04,48,3697.92
391038,George,Peterson,George.Peterson.9382@gmail.com,65.92,90,5932.8
954410,Jennifer,Peterson,Jennifer.Peterson.7611@gmail.com,37.78,91,3437.98
16504,Sam,Lee,Sam.Lee.3143@gmail.com,7.99,19,151.81
78716,Matt,Jackson,Matt.Jackson.9076@gmail.com,17.05,13,221.65
97776,George,Chen,George.Chen.2457@gmail.com,50.76,3,152.28
12163,George,Peterson,George.Peterson.8321@gmail.com,78.75,41,3228.75
11183,Matt,Williams,Matt.Williams.3431@gmail.com,12.91,98,1265.18
79403,Ann,Chen,Ann.Chen.1472@gmail.com,0.75,79,59.25
54140,Ann,Williams,Ann.Williams.3578@gmail.com,29.13,90,2621.7
433101,Ann,Williams,Ann.Williams.1847@gmail.com,16.17,5,80.85
43346,Ann,Williams,Ann.Williams.4871@gmail.com,46.8,32,1497.6
48545,George,Peterson,George.Peterson.7984@gmail.com,94.18,21,1977.78
827810,George,Chen,George.Chen.3832@gmail.com,64.15,21,1347.15
90684,Sam,Peterson,Sam.Peterson.4484@gmail.com,68.13,47,3202.11
100273,Matt,Jackson,Matt.Jackson.4142@gmail.com,36.4,29,1055.6
26865,Sam,Lee,Sam.Lee.2309@gmail.com,54.72,73,3994.56
24583,Matt,Lee,Matt.Lee.1003@gmail.com,28.1,49,1376.9
702310,Sam,Chen,Sam.Chen.2478@gmail.com,70.49,82,5780.18
210782,Jennifer,Lee,Jennifer.Lee.6663@gmail.com,21.7,96,2083.2
65438,George,Lee,George.Lee.142@gmail.com,99.46,86,8553.56
96917,George,Lee,George.Lee.6226@gmail.com,40.84,1,40.84
59230,Matt,Peterson,Matt.Peterson.4758@gmail.com,21.51,24,516.24
38552,Matt,Chen,Matt.Chen.275@gmail.com,3.23,33,106.59
61514,Jennifer,Jackson,Jennifer.Jackson.3731@gmail.com,45.63,45,2053.35
21736,Sam,Peterson,Sam.Peterson.7668@gmail.com,21.03,61,1282.83
42354,Jennifer,Jackson,Jennifer.Jackson.4658@gmail.com,38.25,42,1606.5
105102,Jennifer,Chen,Jennifer.Chen.8996@gmail.com,97.49,66,6434.34
58623,Jennifer,Jackson,Jennifer.Jackson.1983@gmail.com,84.65,88,7449.2
84817,Matt,Chen,Matt.Chen.1336@gmail.com,99.38,3,298.14
63687,George,Chen,George.Chen.2765@gmail.com,23.02,95,2186.9
23877,Matt,Williams,Matt.Williams.7226@gmail.com,44.73,26,1162.98
82384,Ann,Peterson,Ann.Peterson.2054@gmail.com,6.58,95,625.1
54887,Ann,Lee,Ann.Lee.9774@gmail.com,35.64,87,3100.68
20943,Jennifer,Chen,Jennifer.Chen.799@gmail.com,68.16,61,4157.76
375710,Matt,Williams,Matt.Williams.4569@gmail.com,61.25,87,5328.75
416102,Jennifer,Chen,Jennifer.Chen.8879@gmail.com,1.31,38,49.78
27554,Ann,Williams,Ann.Williams.8234@gmail.com,99.24,82,8137.68
310034,Ann,Chen,Ann.Chen.3713@gmail.com,39.07,55,2148.85
88354,Matt,Jackson,Matt.Jackson.9552@gmail.com,8.19,13,106.47
88744,Jennifer,Peterson,Jennifer.Peterson.531@gmail.com,21.5,48,1032
16603,Ann,Peterson,Ann.Peterson.1103@gmail.com,98.83,61,6028.63
110277,Sam,Jackson,Sam.Jackson.6349@gmail.com,64.45,62,3995.9
09214,Matt,Jackson,Matt.Jackson.5394@gmail.com,22.27,58,1291.66
